[INFO][2022-09-01T19:02:46.021][log.go:44] _com_request_in||uri=/admin_login/login||traceid=c0a8014c63109156c4780c19658221b0||cspanid=||spanid=a3b8901a78629a0f||method=POST||args=map[]||body={\n  \"password\": \"123456\",\n  \"username\": \"admin\"\n}||from=127.0.0.1
[INFO][2022-09-01T19:02:46.021][log.go:44] _com_mysql_success||sql=SELECT * FROM `gateway_admin` WHERE `gateway_admin`.`user_name` = 'admin' AND `gateway_admin`.`is_valid` = 1||current_time=2022-09-01 19:02:46||proc_time=46||traceid=c0a8014c63109156c4780c19658221b0||cspanid=||spanid=a3b8901a78629a0f||FileWithLineNum=/Users/mac/go/src/ggateway/dao/admin.go:40||rows=1
[INFO][2022-09-01T19:02:46.021][log.go:44] _com_request_out||cspanid=||spanid=a3b8901a78629a0f||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"token\":\"admin\"},\"trace_id\":\"c0a8014c63109156c4780c19658221b0\",\"stack\":null}||args=map[]||from=127.0.0.1||proc_time=0.143601635||traceid=c0a8014c63109156c4780c19658221b0||uri=/admin_login/login||method=POST
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_request_in||method=GET||body=||from=127.0.0.1||cspanid=||spanid=a3b89027380704bb||uri=/service/service_list?page_number=1&page_size=20||args=map[]||traceid=c0a8014c6310916bf5700c19104dc7b0
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||rows=9||proc_time=22||traceid=c0a8014c6310916bf5700c19104dc7b0||cspanid=||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_info.go:74||sql=SELECT * FROM `gateway_service_info` WHERE is_valid=1 LIMIT 20||current_time=2022-09-01 19:03:07||spanid=a3b89027380704bb
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_info.go:77||proc_time=22||traceid=c0a8014c6310916bf5700c19104dc7b0||spanid=a3b89027380704bb||sql=SELECT count(*) FROM `gateway_service_info` WHERE is_valid=1 LIMIT 20||rows=1||current_time=2022-09-01 19:03:07||cspanid=
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||current_time=2022-09-01 19:03:07||traceid=c0a8014c6310916bf5700c19104dc7b0||cspanid=||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_http_rule.go:26||sql=SELECT * FROM `gateway_service_http_rule` WHERE `gateway_service_http_rule`.`service_id` = 53||spanid=a3b89027380704bb||rows=0||proc_time=45
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||current_time=2022-09-01 19:03:07||rows=0||sql=SELECT * FROM `gateway_service_tcp_rule` WHERE `gateway_service_tcp_rule`.`service_id` = 53||proc_time=44||traceid=c0a8014c6310916bf5700c19104dc7b0||cspanid=||spanid=a3b89027380704bb||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_tcp_rule.go:20
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||spanid=a3b89027380704bb||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_grpc_rule.go:21||sql=SELECT * FROM `gateway_service_access_control` WHERE `gateway_service_access_control`.`service_id` = 53||rows=1||proc_time=45||current_time=2022-09-01 19:03:07||traceid=c0a8014c6310916bf5700c19104dc7b0||cspanid=
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_load_balance.go:32||sql=SELECT * FROM `gateway_service_load_balance` WHERE `gateway_service_load_balance`.`service_id` = 53||proc_time=47||cspanid=||spanid=a3b89027380704bb||rows=1||current_time=2022-09-01 19:03:07||traceid=c0a8014c6310916bf5700c19104dc7b0
[INFO][2022-09-01T19:03:07.198][log.go:44] _com_mysql_success||FileWithLineNum=/Users/mac/go/src/ggateway/dao/service_access_control.go:25||sql=SELECT * FROM `gateway_service_access_control` WHERE `gateway_service_access_control`.`service_id` = 53||proc_time=45||cspanid=||rows=1||current_time=2022-09-01 19:03:07||traceid=c0a8014c6310916bf5700c19104dc7b0||spanid=a3b89027380704bb
